data1,data2,data3,data4,data5,data6,data7,data8
00,00,00,1A,03,87,00,00
00,00,00,1B,03,87,00,00
00,00,00,1C,03,87,00,00
00,00,00,1B,03,88,00,00
00,00,00,1B,03,89,00,00
00,00,00,1C,03,89,00,00
00,00,00,1D,03,89,00,00
00,00,00,1E,03,89,00,00
00,00,00,1F,03,89,00,00
00,00,00,1F,03,8A,00,00
00,00,00,1F,03,8B,00,00
00,00,00,1E,03,8B,00,00
00,00,00,1D,03,8B,00,00
00,00,00,20,03,8B,00,00
00,00,00,20,03,8C,00,00
00,00,00,21,03,8C,00,00
00,00,00,22,03,8C,00,00
00,00,00,23,03,8C,00,00
00,00,00,24,03,8C,00,00
00,00,00,25,03,8C,00,00
00,00,00,26,03,8C,00,00
00,00,00,26,03,8D,00,00
00,00,00,25,03,8D,00,00
00,00,00,24,03,8D,00,00
00,00,00,23,03,8D,00,00
00,00,00,22,03,8D,00,00
00,00,00,21,03,8D,00,00
00,00,00,21,03,8E,00,00
00,00,00,22,03,8E,00,00
00,00,00,23,03,8E,00,00
00,00,00,24,03,8E,00,00
00,00,00,25,03,8E,00,00
00,00,00,26,03,8E,00,00
00,00,00,27,03,8E,00,00
00,00,00,1F,03,8E,00,00
00,00,00,1D,03,8E,00,00
00,00,00,1C,03,8E,00,00
00,00,00,1A,03,8E,00,00
00,00,00,19,03,8E,00,00
00,00,00,18,03,8E,00,00
00,00,00,17,03,8E,00,00
00,00,00,16,03,8E,00,00
00,00,00,17,03,8F,00,00
00,00,00,16,03,8D,00,00
00,00,00,16,03,8C,00,00
00,00,00,15,03,8C,00,00
00,00,00,13,03,94,00,00
00,00,00,13,03,95,00,00
00,00,00,13,03,96,00,00
00,00,00,14,03,96,00,00
00,00,00,12,03,96,00,00
00,00,00,12,03,97,00,00
00,00,00,13,03,97,00,00
00,00,00,12,03,93,00,00
00,00,00,12,03,92,00,00
00,00,00,12,03,94,00,00
00,00,00,12,03,95,00,00
00,00,00,14,03,97,00,00
00,00,00,15,03,97,00,00
00,00,00,16,03,97,00,00
00,00,00,16,03,96,00,00
00,00,00,16,03,95,00,00
00,00,00,16,03,94,00,00
00,00,00,15,03,94,00,00
00,00,00,13,03,98,00,00
00,00,00,13,03,99,00,00
00,00,00,13,03,9A,00,00
00,00,00,13,03,9B,00,00
00,00,00,12,03,9B,00,00
00,00,00,12,03,9A,00,00
00,00,00,11,03,9B,00,00
00,00,00,11,03,9C,00,00
00,00,00,10,03,9C,00,00
00,00,00,12,03,9C,00,00
00,00,00,12,03,99,00,00
00,00,00,12,03,98,00,00
00,00,00,13,03,9C,00,00
00,00,00,13,03,9D,00,00
00,00,00,13,03,9E,00,00
00,00,00,12,03,9E,00,00
00,00,00,14,03,9D,00,00
00,00,00,12,03,9D,00,00
00,00,00,11,03,9D,00,00
00,00,00,12,03,9F,00,00
00,00,00,12,03,A0,00,00
00,00,00,13,03,A0,00,00
00,00,00,14,03,A0,00,00
00,00,00,15,03,A0,00,00
00,00,00,13,03,A1,00,00
00,00,00,13,03,A2,00,00
00,00,00,11,03,A0,00,00
00,00,00,11,03,9F,00,00
00,00,00,13,03,9F,00,00
00,00,00,14,03,9F,00,00
00,00,00,15,03,9F,00,00
00,00,00,14,03,8A,00,00
00,00,00,15,03,8A,00,00
00,00,00,15,03,89,00,00
00,00,00,11,03,8C,00,00
00,00,00,14,03,93,00,00
00,00,00,15,03,93,00,00
00,00,00,16,03,93,00,00
00,00,00,17,03,93,00,00
00,00,00,18,03,93,00,00
00,00,00,19,03,93,00,00
00,00,00,1B,03,93,00,00
00,00,00,1A,03,93,00,00
00,00,00,15,03,92,00,00
00,00,00,14,03,92,00,00
00,00,00,12,03,91,00,00
00,00,00,14,03,91,00,00
00,00,00,14,03,90,00,00
00,00,00,15,03,90,00,00
00,00,00,16,03,90,00,00
00,00,00,15,03,8F,00,00
00,00,00,11,03,91,00,00
00,00,00,16,03,92,00,00
00,00,00,17,03,92,00,00
00,00,00,19,03,92,00,00
00,00,00,1C,03,92,00,00
00,00,00,1E,03,92,00,00
00,00,00,20,03,92,00,00
00,00,00,21,03,93,00,00
00,00,00,22,03,93,00,00
00,00,00,23,03,93,00,00
00,00,00,24,03,93,00,00
00,00,00,25,03,93,00,00
00,00,00,26,03,93,00,00
00,00,00,27,03,93,00,00
00,00,00,20,03,93,00,00
00,00,00,1F,03,93,00,00
00,00,00,1E,03,94,00,00
00,00,00,1D,03,94,00,00
00,00,00,1C,03,94,00,00
00,00,00,1B,03,94,00,00
00,00,00,1A,03,94,00,00
00,00,00,19,03,94,00,00
00,00,00,18,03,94,00,00
00,00,00,17,03,94,00,00
00,00,00,11,03,94,00,00
00,00,00,10,03,94,00,00
00,00,00,11,03,95,00,00
00,00,00,14,03,95,00,00
00,00,00,17,03,95,00,00
00,00,00,19,03,95,00,00
00,00,00,1C,03,95,00,00
00,00,00,1E,03,95,00,00
00,00,00,1D,03,95,00,00
00,00,00,1B,03,95,00,00
00,00,00,1A,03,95,00,00
00,00,00,18,03,95,00,00
00,00,00,15,03,95,00,00
00,00,00,11,03,99,00,00
00,00,00,11,03,98,00,00
00,00,00,14,03,98,00,00
00,00,00,15,03,98,00,00
00,00,00,16,03,91,00,00
00,00,00,16,03,8F,00,00
00,00,00,11,03,92,00,00
00,00,00,11,03,93,00,00
00,00,00,14,03,94,00,00
00,00,00,11,03,96,00,00
00,00,00,11,03,97,00,00
00,00,00,16,03,98,00,00
00,00,00,17,03,98,00,00
00,00,00,19,03,98,00,00
00,00,00,1A,03,98,00,00
00,00,00,1B,03,98,00,00
00,00,00,1C,03,98,00,00
00,00,00,1D,03,98,00,00
00,00,00,1E,03,98,00,00
00,00,00,1F,03,98,00,00
00,00,00,20,03,98,00,00
00,00,00,21,03,98,00,00
00,00,00,22,03,98,00,00
00,00,00,23,03,97,00,00
00,00,00,24,03,97,00,00
00,00,00,22,03,97,00,00
00,00,00,21,03,97,00,00
00,00,00,1F,03,97,00,00
00,00,00,1E,03,97,00,00
00,00,00,1D,03,97,00,00
00,00,00,1C,03,97,00,00
00,00,00,1B,03,97,00,00
00,00,00,1A,03,97,00,00
00,00,00,19,03,97,00,00
00,00,00,18,03,97,00,00
00,00,00,17,03,97,00,00
00,00,00,17,03,96,00,00
00,00,00,15,03,96,00,00
00,00,00,14,03,9C,00,00
00,00,00,15,03,9D,00,00
00,00,00,14,03,9B,00,00
00,00,00,15,03,9B,00,00
00,00,00,15,03,9A,00,00
00,00,00,18,03,98,00,00
00,00,00,23,03,98,00,00
00,00,00,25,03,97,00,00
00,00,00,26,03,97,00,00
00,00,00,20,03,97,00,00
00,00,00,1A,03,96,00,00
00,00,00,19,03,96,00,00
00,00,00,18,03,96,00,00
00,00,00,1F,03,94,00,00
00,00,00,14,03,9E,00,00
00,00,00,15,03,9E,00,00
00,00,00,15,03,9C,00,00
00,00,00,11,03,9A,00,00
00,00,00,14,03,99,00,00
00,00,00,15,03,99,00,00
00,00,00,14,03,9A,00,00
00,00,00,16,03,99,00,00
00,00,00,15,03,91,00,00
00,00,00,1B,03,96,00,00
00,00,00,1D,03,96,00,00
00,00,00,1E,03,96,00,00
00,00,00,1F,03,96,00,00
00,00,00,20,03,96,00,00
00,00,00,21,03,96,00,00
00,00,00,22,03,96,00,00
00,00,00,23,03,96,00,00
00,00,00,24,03,96,00,00
00,00,00,25,03,96,00,00
00,00,00,26,03,96,00,00
00,00,00,27,03,96,00,00
00,00,00,28,03,96,00,00
00,00,00,29,03,96,00,00
00,00,00,2A,03,96,00,00
00,00,00,2B,03,96,00,00
00,00,00,2C,03,96,00,00
00,00,00,2D,03,95,00,00
00,00,00,2E,03,95,00,00
00,00,00,2F,03,95,00,00
00,00,00,2C,03,95,00,00
00,00,00,2A,03,95,00,00
00,00,00,27,03,95,00,00
00,00,00,25,03,95,00,00
00,00,00,24,03,95,00,00
00,00,00,23,03,95,00,00
00,00,00,22,03,95,00,00
00,00,00,21,03,94,00,00
00,00,00,20,03,94,00,00
00,00,00,16,03,9C,00,00
00,00,00,17,03,9C,00,00
00,00,00,18,03,9C,00,00
00,00,00,19,03,9C,00,00
00,00,00,1A,03,9C,00,00
00,00,00,1B,03,9C,00,00
00,00,00,1C,03,9C,00,00
00,00,00,1D,03,9C,00,00
00,00,00,1E,03,9C,00,00
00,00,00,1F,03,9C,00,00
00,00,00,20,03,9C,00,00
00,00,00,21,03,9C,00,00
00,00,00,22,03,9C,00,00
00,00,00,23,03,9C,00,00
00,00,00,24,03,9B,00,00
00,00,00,25,03,9B,00,00
00,00,00,26,03,9B,00,00
00,00,00,26,03,9A,00,00
00,00,00,27,03,9A,00,00
00,00,00,25,03,9A,00,00
00,00,00,24,03,9A,00,00
00,00,00,23,03,9A,00,00
00,00,00,21,03,9A,00,00
00,00,00,20,03,99,00,00
00,00,00,1E,03,99,00,00
00,00,00,1D,03,99,00,00
00,00,00,1C,03,99,00,00
00,00,00,1B,03,99,00,00
00,00,00,1A,03,99,00,00
00,00,00,19,03,99,00,00
00,00,00,18,03,99,00,00
00,00,00,17,03,99,00,00
00,00,00,17,03,9A,00,00
00,00,00,19,03,9A,00,00
00,00,00,1B,03,9A,00,00
00,00,00,1D,03,9A,00,00
00,00,00,1F,03,99,00,00
00,00,00,22,03,99,00,00
00,00,00,23,03,99,00,00
00,00,00,24,03,99,00,00
00,00,00,25,03,99,00,00
00,00,00,26,03,99,00,00
00,00,00,27,03,99,00,00
00,00,00,28,03,99,00,00
00,00,00,29,03,99,00,00
00,00,00,2A,03,99,00,00
00,00,00,2B,03,99,00,00
00,00,00,2B,03,98,00,00
00,00,00,2C,03,98,00,00
00,00,00,29,03,98,00,00
00,00,00,27,03,98,00,00
00,00,00,25,03,98,00,00
00,00,00,24,03,98,00,00
00,00,00,11,03,9E,00,00
00,00,00,10,03,95,00,00
00,00,00,10,03,96,00,00
00,00,00,10,03,9D,00,00
00,00,00,16,03,9B,00,00
00,00,00,16,03,9A,00,00
00,00,00,10,03,9B,00,00
00,00,00,1C,03,96,00,00
00,00,00,10,03,99,00,00
00,00,00,14,03,89,00,00
00,00,00,16,03,89,00,00
00,00,00,11,03,89,00,00
00,00,00,16,03,88,00,00
00,00,00,15,03,85,00,00
00,00,00,16,03,85,00,00
00,00,00,12,03,7D,00,00
00,00,00,12,03,7B,00,00
00,00,00,11,03,7B,00,00
00,00,00,14,03,7B,00,00
00,00,00,15,03,7B,00,00
00,00,00,13,03,7A,00,00
00,00,00,16,03,7B,00,00
00,00,00,17,03,7B,00,00
00,00,00,15,03,7C,00,00
00,00,00,14,03,7D,00,00
00,00,00,15,03,7D,00,00
00,00,00,16,03,7D,00,00
00,00,00,12,03,80,00,00
00,00,00,11,03,80,00,00
00,00,00,12,03,81,00,00
00,00,00,11,03,81,00,00
00,00,00,16,03,80,00,00
00,00,00,16,03,81,00,00
00,00,00,11,03,85,00,00
00,00,00,10,03,85,00,00
00,00,00,11,03,84,00,00
00,00,00,17,03,85,00,00
00,00,00,17,03,86,00,00
00,00,00,1A,03,92,00,00
00,00,00,1D,03,92,00,00
00,00,00,1F,03,92,00,00
00,00,00,1B,03,92,00,00
00,00,00,18,03,92,00,00
00,00,00,17,03,91,00,00
00,00,00,18,03,91,00,00
00,00,00,10,03,91,00,00
00,00,00,14,03,8F,00,00
00,00,00,12,03,7F,00,00
00,00,00,12,03,7E,00,00
00,00,00,17,03,52,00,00
00,00,00,16,03,52,00,00
00,00,00,1A,03,51,00,00
00,00,00,17,03,4F,00,00
00,00,00,17,03,50,00,00
00,00,00,1A,03,55,00,00
00,00,00,18,03,56,00,00
00,00,00,17,03,56,00,00
00,00,00,1C,03,57,00,00
00,00,00,1D,03,57,00,00
00,00,00,1E,03,57,00,00
00,00,00,1F,03,58,00,00
00,00,00,20,03,58,00,00
00,00,00,21,03,58,00,00
00,00,00,1D,03,58,00,00
00,00,00,1C,03,58,00,00
00,00,00,1B,03,58,00,00
00,00,00,1A,03,58,00,00
00,00,00,18,03,59,00,00
00,00,00,1A,03,5C,00,00
00,00,00,1A,03,5E,00,00
00,00,00,1A,03,5F,00,00
00,00,00,1A,03,60,00,00
00,00,00,1A,03,61,00,00
00,00,00,1C,03,61,00,00
00,00,00,1D,03,61,00,00
00,00,00,1E,03,61,00,00
00,00,00,19,03,61,00,00
00,00,00,18,03,62,00,00
00,00,00,17,03,63,00,00
00,00,00,18,03,63,00,00
00,00,00,19,03,63,00,00
00,00,00,16,03,63,00,00
00,00,00,17,03,64,00,00
00,00,00,18,03,64,00,00
00,00,00,19,03,64,00,00
00,00,00,19,03,65,00,00
00,00,00,1B,03,65,00,00
00,00,00,1C,03,65,00,00
00,00,00,1B,03,66,00,00
00,00,00,1A,03,66,00,00
00,00,00,1B,03,69,00,00
00,00,00,1B,03,6A,00,00
00,00,00,1A,03,6A,00,00
00,00,00,19,03,6A,00,00
00,00,00,18,03,6A,00,00
00,00,00,17,03,6A,00,00
00,00,00,16,03,6A,00,00
00,00,00,16,03,6B,00,00
00,00,00,17,03,6B,00,00
00,00,00,18,03,6B,00,00
00,00,00,16,03,6C,00,00
00,00,00,17,03,6C,00,00
00,00,00,18,03,6C,00,00
00,00,00,18,03,6D,00,00
00,00,00,17,03,6D,00,00
00,00,00,17,03,6E,00,00
00,00,00,16,03,6E,00,00
00,00,00,17,03,6F,00,00
00,00,00,16,03,6F,00,00
00,00,00,16,03,70,00,00
00,00,00,17,03,70,00,00
00,00,00,18,03,70,00,00
00,00,00,15,03,70,00,00
00,00,00,15,03,73,00,00
00,00,00,18,03,73,00,00
00,00,00,17,03,74,00,00
00,00,00,17,03,75,00,00
00,00,00,15,03,75,00,00
00,00,00,17,03,76,00,00
00,00,00,18,03,76,00,00
00,00,00,17,03,77,00,00
00,00,00,16,03,77,00,00
00,00,00,15,03,77,00,00
00,00,00,18,03,77,00,00
00,00,00,16,03,75,00,00
00,00,00,14,03,75,00,00
00,00,00,17,03,78,00,00
00,00,00,16,03,78,00,00
00,00,00,18,03,78,00,00
00,00,00,1A,03,78,00,00
00,00,00,19,03,78,00,00
00,00,00,19,03,77,00,00
00,00,00,15,03,78,00,00
00,00,00,16,03,79,00,00
00,00,00,17,03,79,00,00
00,00,00,13,03,78,00,00
00,00,00,16,03,7C,00,00
00,00,00,17,03,7C,00,00
00,00,00,17,03,7D,00,00
00,00,00,16,03,7E,00,00
00,00,00,17,03,7E,00,00
00,00,00,16,03,7F,00,00
00,00,00,15,03,7F,00,00
00,00,00,17,03,7F,00,00
00,00,00,18,03,85,00,00
00,00,00,19,03,85,00,00
00,00,00,19,03,88,00,00
00,00,00,18,03,89,00,00
00,00,00,19,03,89,00,00
00,00,00,18,03,8A,00,00
00,00,00,18,03,8B,00,00
00,00,00,19,03,8B,00,00
00,00,00,1A,03,8B,00,00
00,00,00,1B,03,8B,00,00
00,00,00,19,03,8C,00,00
00,00,00,1A,03,8C,00,00
00,00,00,17,03,8C,00,00
00,00,00,18,03,8F,00,00
00,00,00,19,03,8F,00,00
00,00,00,1A,03,8F,00,00
00,00,00,17,03,8D,00,00
00,00,00,18,03,8D,00,00
00,00,00,19,03,8D,00,00
